eval_id,claim,true_label,source_type
771,Certain herbal remedies may reduce stress,uncertain,youtube
772,honey cures all diseases,myth,medical_source
773,Exercise helps maintain cardiovascular health,reliable,youtube
774,Vaccines permanently weaken the immune system,myth,forum
775,Regular sleep supports brain function,reliable,medical_source
776,Drinking only juice detoxes the body completely,myth,health_journal
777,Intermittent fasting may improve some health markers,uncertain,health_journal
778,Doctors hide natural cures from patients,myth,health_journal
779,Drinking only juice detoxes the body completely,myth,youtube
780,Certain herbal remedies may reduce stress,uncertain,youtube
781,Drinking only juice detoxes the body completely,myth,youtube
782,lemon water could help with digestion,uncertain,youtube
783,green tea instantly lowers blood sugar,myth,medical_source
784,Regular sleep supports brain function,reliable,youtube
785,lemon water cures all diseases,myth,blog
786,Regular sleep supports brain function,reliable,forum
787,Exercise helps maintain cardiovascular health,reliable,health_journal
788,honey instantly lowers blood sugar,myth,tiktok
789,Vaccination reduces risk of infectious diseases,reliable,youtube
790,Regular sleep supports brain function,reliable,blog
791,Drinking only juice detoxes the body completely,myth,forum
792,Doctors hide natural cures from patients,myth,medical_source
793,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
794,Certain herbal remedies may reduce stress,uncertain,tiktok
795,turmeric could help with digestion,uncertain,health_journal
796,Exercise helps maintain cardiovascular health,reliable,social_media
797,Washing hands reduces spread of bacteria and viruses,reliable,blog
798,garlic could help with digestion,uncertain,tiktok
799,Green tea might support metabolism,uncertain,forum
800,Doctors hide natural cures from patients,myth,tiktok
801,Doctors hide natural cures from patients,myth,health_journal
802,Vaccination reduces risk of infectious diseases,reliable,social_media
803,Exercise helps maintain cardiovascular health,reliable,health_journal
804,Vaccination reduces risk of infectious diseases,reliable,medical_source
805,Vaccination reduces risk of infectious diseases,reliable,health_journal
806,Doctors hide natural cures from patients,myth,health_journal
807,green tea could help with digestion,uncertain,medical_source
808,Exercise helps maintain cardiovascular health,reliable,social_media
809,Washing hands reduces spread of bacteria and viruses,reliable,youtube
810,Exercise helps maintain cardiovascular health,reliable,forum
811,Regular sleep supports brain function,reliable,youtube
812,Exercise helps maintain cardiovascular health,reliable,medical_source
813,Vaccination reduces risk of infectious diseases,reliable,tiktok
814,Doctors hide natural cures from patients,myth,tiktok
815,Exercise helps maintain cardiovascular health,reliable,blog
816,Exercise helps maintain cardiovascular health,reliable,tiktok
817,Vaccines permanently weaken the immune system,myth,social_media
818,Doctors hide natural cures from patients,myth,youtube
819,Exercise helps maintain cardiovascular health,reliable,medical_source
820,Doctors hide natural cures from patients,myth,forum
821,lemon water could help with digestion,uncertain,blog
822,Doctors hide natural cures from patients,myth,forum
823,Vaccines permanently weaken the immune system,myth,forum
824,Vaccination reduces risk of infectious diseases,reliable,health_journal
825,turmeric instantly lowers blood sugar,myth,blog
826,Certain herbal remedies may reduce stress,uncertain,youtube
827,Washing hands reduces spread of bacteria and viruses,reliable,social_media
828,Drinking only juice detoxes the body completely,myth,youtube
829,lemon water could help with digestion,uncertain,health_journal
830,Regular sleep supports brain function,reliable,health_journal
831,Vaccination reduces risk of infectious diseases,reliable,tiktok
832,Green tea might support metabolism,uncertain,forum
833,Drinking only juice detoxes the body completely,myth,blog
834,Regular sleep supports brain function,reliable,social_media
835,garlic cures all diseases,myth,tiktok
836,Certain herbal remedies may reduce stress,uncertain,youtube
837,Certain herbal remedies may reduce stress,uncertain,tiktok
838,Intermittent fasting may improve some health markers,uncertain,tiktok
839,Vaccines permanently weaken the immune system,myth,youtube
840,Drinking only juice detoxes the body completely,myth,social_media
841,Green tea might support metabolism,uncertain,tiktok
842,ginger tea could help with digestion,uncertain,medical_source
843,Eating fruits and vegetables supports immunity,reliable,social_media
844,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
845,Doctors hide natural cures from patients,myth,blog
846,Drinking only juice detoxes the body completely,myth,health_journal
847,Certain herbal remedies may reduce stress,uncertain,social_media
848,Exercise helps maintain cardiovascular health,reliable,tiktok
849,Vaccination reduces risk of infectious diseases,reliable,youtube
850,Exercise helps maintain cardiovascular health,reliable,tiktok
851,ginger tea cures all diseases,myth,medical_source
852,turmeric may help improve concentration,uncertain,blog
853,Vaccination reduces risk of infectious diseases,reliable,forum
854,Vaccination reduces risk of infectious diseases,reliable,medical_source
855,Doctors hide natural cures from patients,myth,forum
856,Intermittent fasting may improve some health markers,uncertain,tiktok
857,Doctors hide natural cures from patients,myth,social_media
858,Drinking only juice detoxes the body completely,myth,social_media
859,Doctors hide natural cures from patients,myth,blog
860,Regular sleep supports brain function,reliable,forum
861,Green tea might support metabolism,uncertain,youtube
862,Regular sleep supports brain function,reliable,youtube
863,Exercise helps maintain cardiovascular health,reliable,blog
864,Regular sleep supports brain function,reliable,forum
865,Vaccination reduces risk of infectious diseases,reliable,blog
866,Regular sleep supports brain function,reliable,youtube
867,Washing hands reduces spread of bacteria and viruses,reliable,blog
868,green tea could help with digestion,uncertain,forum
869,Vaccination reduces risk of infectious diseases,reliable,blog
870,Certain herbal remedies may reduce stress,uncertain,social_media
871,Washing hands reduces spread of bacteria and viruses,reliable,blog
872,Intermittent fasting may improve some health markers,uncertain,medical_source
873,Drinking only juice detoxes the body completely,myth,blog
874,turmeric could help with digestion,uncertain,forum
875,Vaccines permanently weaken the immune system,myth,forum
876,Washing hands reduces spread of bacteria and viruses,reliable,social_media
877,Green tea might support metabolism,uncertain,medical_source
878,Doctors hide natural cures from patients,myth,blog
879,green tea cures all diseases,myth,forum
880,Eating fruits and vegetables supports immunity,reliable,medical_source
881,Intermittent fasting may improve some health markers,uncertain,social_media
882,Drinking only juice detoxes the body completely,myth,social_media
883,lemon water instantly lowers blood sugar,myth,medical_source
884,lemon water may help improve concentration,uncertain,medical_source
885,Vaccines permanently weaken the immune system,myth,blog
886,Doctors hide natural cures from patients,myth,medical_source
887,Drinking only juice detoxes the body completely,myth,blog
888,Green tea might support metabolism,uncertain,tiktok
889,honey cures all diseases,myth,blog
890,Drinking only juice detoxes the body completely,myth,tiktok
891,Exercise helps maintain cardiovascular health,reliable,social_media
892,Doctors hide natural cures from patients,myth,medical_source
893,Vaccination reduces risk of infectious diseases,reliable,youtube
894,lemon water could help with digestion,uncertain,medical_source
895,ginger tea cures all diseases,myth,social_media
896,Exercise helps maintain cardiovascular health,reliable,health_journal
897,Vaccines permanently weaken the immune system,myth,forum
898,turmeric instantly lowers blood sugar,myth,tiktok
899,Eating fruits and vegetables supports immunity,reliable,social_media
900,Vaccination reduces risk of infectious diseases,reliable,social_media
901,Vaccination reduces risk of infectious diseases,reliable,health_journal
902,Drinking only juice detoxes the body completely,myth,youtube
903,Vaccination reduces risk of infectious diseases,reliable,youtube
904,Green tea might support metabolism,uncertain,medical_source
905,Exercise helps maintain cardiovascular health,reliable,blog
906,Regular sleep supports brain function,reliable,youtube
907,Regular sleep supports brain function,reliable,social_media
908,Green tea might support metabolism,uncertain,youtube
909,Certain herbal remedies may reduce stress,uncertain,blog
910,honey instantly lowers blood sugar,myth,blog
911,Vaccines permanently weaken the immune system,myth,blog
912,Washing hands reduces spread of bacteria and viruses,reliable,blog
913,Doctors hide natural cures from patients,myth,blog
914,Eating fruits and vegetables supports immunity,reliable,tiktok
915,Doctors hide natural cures from patients,myth,youtube
916,Eating fruits and vegetables supports immunity,reliable,health_journal
917,honey could help with digestion,uncertain,medical_source
918,Green tea might support metabolism,uncertain,health_journal
919,Certain herbal remedies may reduce stress,uncertain,youtube
920,green tea instantly lowers blood sugar,myth,medical_source
921,Drinking only juice detoxes the body completely,myth,youtube
922,lemon water instantly lowers blood sugar,myth,forum
923,Eating fruits and vegetables supports immunity,reliable,youtube
924,garlic may help improve concentration,uncertain,tiktok
925,Green tea might support metabolism,uncertain,youtube
926,Eating fruits and vegetables supports immunity,reliable,forum
927,turmeric instantly lowers blood sugar,myth,forum
928,Exercise helps maintain cardiovascular health,reliable,tiktok
929,Vaccination reduces risk of infectious diseases,reliable,youtube
930,garlic instantly lowers blood sugar,myth,tiktok
931,apple cider vinegar may help improve concentration,uncertain,social_media
932,Exercise helps maintain cardiovascular health,reliable,youtube
933,Green tea might support metabolism,uncertain,social_media
934,Regular sleep supports brain function,reliable,medical_source
935,apple cider vinegar instantly lowers blood sugar,myth,blog
936,Doctors hide natural cures from patients,myth,social_media
937,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
938,ginger tea may help improve concentration,uncertain,social_media
939,lemon water could help with digestion,uncertain,blog
940,ginger tea cures all diseases,myth,medical_source
941,Certain herbal remedies may reduce stress,uncertain,blog
942,Drinking only juice detoxes the body completely,myth,youtube
943,Vaccines permanently weaken the immune system,myth,tiktok
944,Doctors hide natural cures from patients,myth,medical_source
945,Regular sleep supports brain function,reliable,forum
946,Washing hands reduces spread of bacteria and viruses,reliable,youtube
947,Intermittent fasting may improve some health markers,uncertain,tiktok
948,Eating fruits and vegetables supports immunity,reliable,forum
949,Certain herbal remedies may reduce stress,uncertain,blog
950,Vaccines permanently weaken the immune system,myth,forum
951,Vaccination reduces risk of infectious diseases,reliable,social_media
952,garlic cures all diseases,myth,social_media
953,honey cures all diseases,myth,health_journal
954,Intermittent fasting may improve some health markers,uncertain,forum
955,lemon water cures all diseases,myth,forum
956,apple cider vinegar could help with digestion,uncertain,tiktok
957,Drinking only juice detoxes the body completely,myth,youtube
958,Doctors hide natural cures from patients,myth,tiktok
959,Regular sleep supports brain function,reliable,youtube
960,Drinking only juice detoxes the body completely,myth,forum
961,Doctors hide natural cures from patients,myth,social_media
962,Regular sleep supports brain function,reliable,health_journal
963,Exercise helps maintain cardiovascular health,reliable,health_journal
964,Vaccines permanently weaken the immune system,myth,youtube
965,Green tea might support metabolism,uncertain,tiktok
966,Green tea might support metabolism,uncertain,youtube
967,Certain herbal remedies may reduce stress,uncertain,blog
968,Exercise helps maintain cardiovascular health,reliable,health_journal
969,Vaccines permanently weaken the immune system,myth,social_media
970,ginger tea may help improve concentration,uncertain,medical_source
971,Certain herbal remedies may reduce stress,uncertain,social_media
972,honey may help improve concentration,uncertain,youtube
973,green tea cures all diseases,myth,medical_source
974,Doctors hide natural cures from patients,myth,blog
975,Certain herbal remedies may reduce stress,uncertain,forum
976,turmeric cures all diseases,myth,social_media
977,lemon water cures all diseases,myth,medical_source
978,turmeric instantly lowers blood sugar,myth,social_media
979,Regular sleep supports brain function,reliable,blog
980,Drinking only juice detoxes the body completely,myth,medical_source
981,Vaccination reduces risk of infectious diseases,reliable,blog
982,Regular sleep supports brain function,reliable,medical_source
983,Exercise helps maintain cardiovascular health,reliable,forum
984,green tea could help with digestion,uncertain,youtube
985,Certain herbal remedies may reduce stress,uncertain,blog
986,Vaccination reduces risk of infectious diseases,reliable,health_journal
987,Regular sleep supports brain function,reliable,health_journal
988,Washing hands reduces spread of bacteria and viruses,reliable,forum
989,Exercise helps maintain cardiovascular health,reliable,medical_source
990,Exercise helps maintain cardiovascular health,reliable,tiktok
991,Regular sleep supports brain function,reliable,health_journal
992,apple cider vinegar cures all diseases,myth,medical_source
993,Drinking only juice detoxes the body completely,myth,blog
994,Washing hands reduces spread of bacteria and viruses,reliable,blog
995,Vaccines permanently weaken the immune system,myth,social_media
996,Vaccines permanently weaken the immune system,myth,blog
997,Washing hands reduces spread of bacteria and viruses,reliable,forum
998,Exercise helps maintain cardiovascular health,reliable,medical_source
999,lemon water cures all diseases,myth,forum
1000,Vaccination reduces risk of infectious diseases,reliable,youtube
1001,ginger tea instantly lowers blood sugar,myth,tiktok
1002,Intermittent fasting may improve some health markers,uncertain,health_journal
1003,Exercise helps maintain cardiovascular health,reliable,tiktok
1004,Eating fruits and vegetables supports immunity,reliable,health_journal
1005,Green tea might support metabolism,uncertain,health_journal
1006,Doctors hide natural cures from patients,myth,blog
1007,Green tea might support metabolism,uncertain,social_media
1008,Regular sleep supports brain function,reliable,blog
1009,turmeric instantly lowers blood sugar,myth,youtube
1010,garlic could help with digestion,uncertain,blog
1011,apple cider vinegar instantly lowers blood sugar,myth,social_media
1012,Regular sleep supports brain function,reliable,medical_source
1013,lemon water cures all diseases,myth,health_journal
1014,Vaccines permanently weaken the immune system,myth,health_journal
1015,Drinking only juice detoxes the body completely,myth,youtube
1016,Drinking only juice detoxes the body completely,myth,health_journal
1017,Vaccination reduces risk of infectious diseases,reliable,tiktok
1018,Certain herbal remedies may reduce stress,uncertain,forum
1019,Washing hands reduces spread of bacteria and viruses,reliable,forum
1020,Certain herbal remedies may reduce stress,uncertain,tiktok
1021,honey cures all diseases,myth,tiktok
1022,Certain herbal remedies may reduce stress,uncertain,social_media
1023,Regular sleep supports brain function,reliable,youtube
1024,Eating fruits and vegetables supports immunity,reliable,social_media
1025,Regular sleep supports brain function,reliable,youtube
1026,Exercise helps maintain cardiovascular health,reliable,health_journal
1027,green tea cures all diseases,myth,blog
1028,Vaccination reduces risk of infectious diseases,reliable,blog
1029,Doctors hide natural cures from patients,myth,tiktok
1030,Doctors hide natural cures from patients,myth,tiktok
1031,Drinking only juice detoxes the body completely,myth,health_journal
1032,Drinking only juice detoxes the body completely,myth,social_media
1033,Eating fruits and vegetables supports immunity,reliable,tiktok
1034,honey instantly lowers blood sugar,myth,social_media
1035,Exercise helps maintain cardiovascular health,reliable,tiktok
1036,lemon water could help with digestion,uncertain,forum
1037,Regular sleep supports brain function,reliable,medical_source
1038,Green tea might support metabolism,uncertain,social_media
1039,ginger tea may help improve concentration,uncertain,social_media
1040,Drinking only juice detoxes the body completely,myth,health_journal
1041,garlic could help with digestion,uncertain,health_journal
1042,Exercise helps maintain cardiovascular health,reliable,medical_source
1043,ginger tea cures all diseases,myth,medical_source
1044,Eating fruits and vegetables supports immunity,reliable,youtube
1045,ginger tea could help with digestion,uncertain,tiktok
1046,Drinking only juice detoxes the body completely,myth,youtube
1047,honey could help with digestion,uncertain,youtube
1048,Eating fruits and vegetables supports immunity,reliable,forum
1049,Vaccines permanently weaken the immune system,myth,medical_source
1050,Green tea might support metabolism,uncertain,forum
1051,honey could help with digestion,uncertain,social_media
1052,Doctors hide natural cures from patients,myth,forum
1053,Regular sleep supports brain function,reliable,forum
1054,Drinking only juice detoxes the body completely,myth,blog
1055,Certain herbal remedies may reduce stress,uncertain,youtube
1056,Regular sleep supports brain function,reliable,youtube
1057,Washing hands reduces spread of bacteria and viruses,reliable,forum
1058,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
1059,Doctors hide natural cures from patients,myth,blog
1060,Green tea might support metabolism,uncertain,blog
1061,Regular sleep supports brain function,reliable,blog
1062,green tea may help improve concentration,uncertain,blog
1063,Intermittent fasting may improve some health markers,uncertain,health_journal
1064,Eating fruits and vegetables supports immunity,reliable,medical_source
1065,Drinking only juice detoxes the body completely,myth,health_journal
1066,Exercise helps maintain cardiovascular health,reliable,social_media
1067,Vaccines permanently weaken the immune system,myth,health_journal
1068,Intermittent fasting may improve some health markers,uncertain,blog
1069,Certain herbal remedies may reduce stress,uncertain,health_journal
1070,green tea cures all diseases,myth,youtube
1071,Certain herbal remedies may reduce stress,uncertain,blog
1072,Drinking only juice detoxes the body completely,myth,forum
1073,Drinking only juice detoxes the body completely,myth,youtube
1074,Eating fruits and vegetables supports immunity,reliable,forum
1075,honey instantly lowers blood sugar,myth,health_journal
1076,garlic could help with digestion,uncertain,social_media
1077,Eating fruits and vegetables supports immunity,reliable,health_journal
1078,Exercise helps maintain cardiovascular health,reliable,forum
1079,Doctors hide natural cures from patients,myth,medical_source
1080,lemon water instantly lowers blood sugar,myth,youtube
1081,Drinking only juice detoxes the body completely,myth,medical_source
1082,turmeric cures all diseases,myth,medical_source
1083,Vaccination reduces risk of infectious diseases,reliable,medical_source
1084,Vaccines permanently weaken the immune system,myth,medical_source
1085,Vaccines permanently weaken the immune system,myth,youtube
1086,Regular sleep supports brain function,reliable,youtube
1087,green tea instantly lowers blood sugar,myth,forum
1088,Washing hands reduces spread of bacteria and viruses,reliable,social_media
1089,Exercise helps maintain cardiovascular health,reliable,forum
1090,Doctors hide natural cures from patients,myth,youtube
1091,green tea may help improve concentration,uncertain,youtube
1092,ginger tea may help improve concentration,uncertain,youtube
1093,Doctors hide natural cures from patients,myth,blog
1094,Washing hands reduces spread of bacteria and viruses,reliable,youtube
1095,lemon water may help improve concentration,uncertain,youtube
1096,Drinking only juice detoxes the body completely,myth,youtube
1097,Intermittent fasting may improve some health markers,uncertain,forum
1098,Washing hands reduces spread of bacteria and viruses,reliable,blog
1099,Certain herbal remedies may reduce stress,uncertain,blog
1100,Doctors hide natural cures from patients,myth,youtube
1101,Eating fruits and vegetables supports immunity,reliable,social_media
1102,Green tea might support metabolism,uncertain,youtube
1103,turmeric instantly lowers blood sugar,myth,health_journal
1104,Green tea might support metabolism,uncertain,medical_source
1105,Green tea might support metabolism,uncertain,social_media
1106,Eating fruits and vegetables supports immunity,reliable,tiktok
1107,Intermittent fasting may improve some health markers,uncertain,youtube
1108,Certain herbal remedies may reduce stress,uncertain,tiktok
1109,Regular sleep supports brain function,reliable,medical_source
1110,Drinking only juice detoxes the body completely,myth,forum
1111,Intermittent fasting may improve some health markers,uncertain,health_journal
1112,Regular sleep supports brain function,reliable,social_media
1113,turmeric cures all diseases,myth,forum
1114,Regular sleep supports brain function,reliable,youtube
1115,Eating fruits and vegetables supports immunity,reliable,medical_source
1116,Vaccines permanently weaken the immune system,myth,health_journal
1117,Washing hands reduces spread of bacteria and viruses,reliable,social_media
1118,garlic cures all diseases,myth,tiktok
1119,turmeric could help with digestion,uncertain,blog
1120,ginger tea instantly lowers blood sugar,myth,blog
1121,Doctors hide natural cures from patients,myth,forum
1122,Intermittent fasting may improve some health markers,uncertain,blog
1123,Eating fruits and vegetables supports immunity,reliable,forum
1124,Vaccination reduces risk of infectious diseases,reliable,blog
1125,apple cider vinegar cures all diseases,myth,blog
1126,Certain herbal remedies may reduce stress,uncertain,medical_source
1127,Vaccination reduces risk of infectious diseases,reliable,social_media
1128,garlic could help with digestion,uncertain,youtube
1129,apple cider vinegar instantly lowers blood sugar,myth,youtube
1130,apple cider vinegar could help with digestion,uncertain,blog
1131,turmeric cures all diseases,myth,blog
1132,apple cider vinegar may help improve concentration,uncertain,forum
1133,Regular sleep supports brain function,reliable,forum
1134,green tea cures all diseases,myth,youtube
1135,Drinking only juice detoxes the body completely,myth,social_media
1136,Regular sleep supports brain function,reliable,social_media
1137,Doctors hide natural cures from patients,myth,youtube
1138,Green tea might support metabolism,uncertain,forum
1139,Exercise helps maintain cardiovascular health,reliable,forum
1140,Exercise helps maintain cardiovascular health,reliable,forum
1141,Vaccination reduces risk of infectious diseases,reliable,forum
1142,lemon water could help with digestion,uncertain,medical_source
1143,Doctors hide natural cures from patients,myth,health_journal
1144,ginger tea cures all diseases,myth,youtube
1145,green tea may help improve concentration,uncertain,forum
1146,Doctors hide natural cures from patients,myth,blog
1147,Vaccines permanently weaken the immune system,myth,health_journal
1148,Washing hands reduces spread of bacteria and viruses,reliable,blog
1149,Drinking only juice detoxes the body completely,myth,blog
1150,apple cider vinegar cures all diseases,myth,forum
1151,Certain herbal remedies may reduce stress,uncertain,social_media
1152,Regular sleep supports brain function,reliable,medical_source
1153,apple cider vinegar cures all diseases,myth,youtube
1154,Drinking only juice detoxes the body completely,myth,health_journal
1155,Vaccines permanently weaken the immune system,myth,health_journal
1156,Doctors hide natural cures from patients,myth,medical_source
1157,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
1158,Vaccination reduces risk of infectious diseases,reliable,social_media
1159,turmeric cures all diseases,myth,tiktok
1160,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
1161,Exercise helps maintain cardiovascular health,reliable,social_media
1162,Regular sleep supports brain function,reliable,forum
1163,Drinking only juice detoxes the body completely,myth,medical_source
1164,green tea may help improve concentration,uncertain,blog
1165,Washing hands reduces spread of bacteria and viruses,reliable,blog
1166,Doctors hide natural cures from patients,myth,blog
1167,turmeric may help improve concentration,uncertain,social_media
1168,garlic cures all diseases,myth,health_journal
1169,Certain herbal remedies may reduce stress,uncertain,medical_source
1170,Exercise helps maintain cardiovascular health,reliable,medical_source
1171,Exercise helps maintain cardiovascular health,reliable,medical_source
1172,Regular sleep supports brain function,reliable,social_media
1173,Doctors hide natural cures from patients,myth,youtube
1174,Vaccination reduces risk of infectious diseases,reliable,forum
1175,Vaccination reduces risk of infectious diseases,reliable,blog
1176,honey cures all diseases,myth,health_journal
1177,green tea could help with digestion,uncertain,health_journal
1178,Eating fruits and vegetables supports immunity,reliable,forum
1179,Exercise helps maintain cardiovascular health,reliable,health_journal
1180,honey instantly lowers blood sugar,myth,social_media
1181,Doctors hide natural cures from patients,myth,youtube
1182,Doctors hide natural cures from patients,myth,tiktok
1183,turmeric instantly lowers blood sugar,myth,medical_source
1184,Exercise helps maintain cardiovascular health,reliable,medical_source
1185,Regular sleep supports brain function,reliable,social_media
1186,Vaccines permanently weaken the immune system,myth,youtube
1187,Green tea might support metabolism,uncertain,blog
1188,Doctors hide natural cures from patients,myth,youtube
1189,Eating fruits and vegetables supports immunity,reliable,medical_source
1190,Regular sleep supports brain function,reliable,tiktok
1191,Drinking only juice detoxes the body completely,myth,tiktok
1192,Green tea might support metabolism,uncertain,blog
1193,Regular sleep supports brain function,reliable,social_media
1194,Exercise helps maintain cardiovascular health,reliable,youtube
1195,Green tea might support metabolism,uncertain,social_media
1196,Doctors hide natural cures from patients,myth,forum
1197,garlic could help with digestion,uncertain,youtube
1198,Intermittent fasting may improve some health markers,uncertain,tiktok
1199,Certain herbal remedies may reduce stress,uncertain,medical_source
1200,honey instantly lowers blood sugar,myth,forum
1201,Doctors hide natural cures from patients,myth,medical_source
1202,turmeric cures all diseases,myth,tiktok
1203,lemon water cures all diseases,myth,blog
1204,Vaccines permanently weaken the immune system,myth,medical_source
1205,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
1206,Eating fruits and vegetables supports immunity,reliable,forum
1207,honey cures all diseases,myth,youtube
1208,Eating fruits and vegetables supports immunity,reliable,forum
1209,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
1210,Certain herbal remedies may reduce stress,uncertain,health_journal
1211,Regular sleep supports brain function,reliable,blog
1212,Intermittent fasting may improve some health markers,uncertain,blog
1213,Eating fruits and vegetables supports immunity,reliable,medical_source
1214,green tea instantly lowers blood sugar,myth,health_journal
1215,Regular sleep supports brain function,reliable,forum
1216,Doctors hide natural cures from patients,myth,medical_source
1217,Drinking only juice detoxes the body completely,myth,social_media
1218,honey instantly lowers blood sugar,myth,blog
1219,Green tea might support metabolism,uncertain,medical_source
1220,Vaccination reduces risk of infectious diseases,reliable,medical_source
1221,Exercise helps maintain cardiovascular health,reliable,forum
1222,Vaccination reduces risk of infectious diseases,reliable,health_journal
1223,Regular sleep supports brain function,reliable,health_journal
1224,Vaccination reduces risk of infectious diseases,reliable,blog
1225,lemon water may help improve concentration,uncertain,medical_source
1226,Regular sleep supports brain function,reliable,forum
1227,Drinking only juice detoxes the body completely,myth,health_journal
1228,Exercise helps maintain cardiovascular health,reliable,medical_source
1229,Doctors hide natural cures from patients,myth,youtube
1230,apple cider vinegar instantly lowers blood sugar,myth,forum
1231,Green tea might support metabolism,uncertain,tiktok
1232,Green tea might support metabolism,uncertain,blog
1233,Drinking only juice detoxes the body completely,myth,tiktok
1234,apple cider vinegar could help with digestion,uncertain,health_journal
1235,Doctors hide natural cures from patients,myth,social_media
1236,Drinking only juice detoxes the body completely,myth,social_media
1237,Exercise helps maintain cardiovascular health,reliable,blog
1238,Doctors hide natural cures from patients,myth,health_journal
1239,Doctors hide natural cures from patients,myth,medical_source
1240,Eating fruits and vegetables supports immunity,reliable,medical_source
1241,Regular sleep supports brain function,reliable,forum
1242,Doctors hide natural cures from patients,myth,youtube
1243,Vaccines permanently weaken the immune system,myth,forum
1244,turmeric cures all diseases,myth,social_media
1245,Intermittent fasting may improve some health markers,uncertain,social_media
1246,Washing hands reduces spread of bacteria and viruses,reliable,youtube
1247,Exercise helps maintain cardiovascular health,reliable,tiktok
1248,Certain herbal remedies may reduce stress,uncertain,forum
1249,Certain herbal remedies may reduce stress,uncertain,social_media
1250,Regular sleep supports brain function,reliable,youtube
1251,Exercise helps maintain cardiovascular health,reliable,youtube
1252,apple cider vinegar cures all diseases,myth,tiktok
1253,Washing hands reduces spread of bacteria and viruses,reliable,social_media
1254,ginger tea could help with digestion,uncertain,youtube
1255,honey cures all diseases,myth,medical_source
1256,Doctors hide natural cures from patients,myth,social_media
1257,Doctors hide natural cures from patients,myth,tiktok
1258,green tea may help improve concentration,uncertain,tiktok
1259,green tea could help with digestion,uncertain,social_media
1260,Eating fruits and vegetables supports immunity,reliable,tiktok
1261,Doctors hide natural cures from patients,myth,tiktok
1262,Green tea might support metabolism,uncertain,youtube
1263,Intermittent fasting may improve some health markers,uncertain,blog
1264,Vaccines permanently weaken the immune system,myth,youtube
1265,Doctors hide natural cures from patients,myth,youtube
1266,Exercise helps maintain cardiovascular health,reliable,social_media
1267,Eating fruits and vegetables supports immunity,reliable,blog
1268,Vaccination reduces risk of infectious diseases,reliable,blog
1269,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
1270,turmeric may help improve concentration,uncertain,blog
1271,Doctors hide natural cures from patients,myth,blog
1272,lemon water may help improve concentration,uncertain,blog
1273,lemon water could help with digestion,uncertain,youtube
1274,Regular sleep supports brain function,reliable,tiktok
1275,green tea instantly lowers blood sugar,myth,youtube
1276,Vaccines permanently weaken the immune system,myth,tiktok
1277,apple cider vinegar could help with digestion,uncertain,health_journal
1278,Eating fruits and vegetables supports immunity,reliable,forum
1279,Intermittent fasting may improve some health markers,uncertain,medical_source
1280,Vaccination reduces risk of infectious diseases,reliable,social_media
1281,honey could help with digestion,uncertain,tiktok
1282,Vaccines permanently weaken the immune system,myth,health_journal
1283,green tea instantly lowers blood sugar,myth,medical_source
1284,Exercise helps maintain cardiovascular health,reliable,forum
1285,apple cider vinegar may help improve concentration,uncertain,youtube
1286,Intermittent fasting may improve some health markers,uncertain,health_journal
1287,Vaccines permanently weaken the immune system,myth,forum
1288,turmeric instantly lowers blood sugar,myth,blog
1289,Intermittent fasting may improve some health markers,uncertain,social_media
1290,lemon water instantly lowers blood sugar,myth,health_journal
1291,Green tea might support metabolism,uncertain,social_media
1292,Intermittent fasting may improve some health markers,uncertain,medical_source
1293,Intermittent fasting may improve some health markers,uncertain,medical_source
1294,honey instantly lowers blood sugar,myth,social_media
1295,Doctors hide natural cures from patients,myth,blog
1296,lemon water may help improve concentration,uncertain,medical_source
1297,Vaccination reduces risk of infectious diseases,reliable,medical_source
1298,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
1299,honey could help with digestion,uncertain,medical_source
1300,lemon water could help with digestion,uncertain,blog
1301,Doctors hide natural cures from patients,myth,social_media
1302,Drinking only juice detoxes the body completely,myth,youtube
1303,green tea could help with digestion,uncertain,medical_source
1304,Green tea might support metabolism,uncertain,blog
1305,Certain herbal remedies may reduce stress,uncertain,social_media
1306,green tea instantly lowers blood sugar,myth,youtube
1307,Intermittent fasting may improve some health markers,uncertain,social_media
1308,Doctors hide natural cures from patients,myth,youtube
1309,Vaccines permanently weaken the immune system,myth,blog
1310,Green tea might support metabolism,uncertain,blog
1311,ginger tea may help improve concentration,uncertain,medical_source
1312,Vaccines permanently weaken the immune system,myth,social_media
1313,Exercise helps maintain cardiovascular health,reliable,medical_source
1314,ginger tea may help improve concentration,uncertain,blog
1315,ginger tea instantly lowers blood sugar,myth,youtube
1316,Certain herbal remedies may reduce stress,uncertain,health_journal
1317,Drinking only juice detoxes the body completely,myth,blog
1318,Certain herbal remedies may reduce stress,uncertain,tiktok
1319,Vaccination reduces risk of infectious diseases,reliable,social_media
1320,ginger tea may help improve concentration,uncertain,social_media
1321,Green tea might support metabolism,uncertain,blog
